timestamp_iso,elapsed_s,image_number,image_filename,status,http_status,content_type,image_path,timestamp,minutes_since_insertion,is_image_baseline,session_id,session_role,site_id,pcb_design_id,device_id,container_id,operator_id,protocol_version,rgb_mean_r,rgb_mean_g,rgb_mean_b,rgb_std_r,rgb_std_g,rgb_std_b,hsv_mean_h,hsv_mean_s,hsv_mean_v,gray_entropy,edge_strength,sharpness,laplacian_variance,laplacian_ratio,background_laplacian_variance,background_laplacian_ratio,background_contrast_ratio,baseline_mae,baseline_rmse,baseline_hist_distance,baseline_correlation,previous_mae,camera_pca_1,camera_pca_2,camera_anomaly_score,fog_suspected,camera_reliable,camera_is_anomaly_raw,camera_is_anomaly,camera_anomaly_count_window,camera_sustained_change
2026-07-28T20:09:41,1802.98,2,img_000002_20260728_200940.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S010_Anish_chickenreal1_pilot_chicken_20260728_193932\images\img_000002_20260728_200940.jpg,2026-07-28 20:09:41,0.0,True,S010_Anish_chickenreal1,pilot,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,operator_A,prototype_1_control_calibrated_4h_v2,0.0010493260342627764,0.0645262822508812,0.01845574378967285,0.005585241597145796,0.08031683415174484,0.053805746138095856,0.29301080107688904,0.841239333152771,0.06461897492408752,2.0892054282502714,0.0034397111739963293,0.001875401707366109,0.00011609649664023891,1.0,2.0189484075672226e-06,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-40.23741216476799,-1.085151318388958,-0.01633991569245835,False,True,False,False,,False
2026-07-28T20:14:41,2103.01,3,img_000003_20260728_201440.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S010_Anish_chickenreal1_pilot_chicken_20260728_193932\images\img_000003_20260728_201440.jpg,2026-07-28 20:14:41,5.0,True,S010_Anish_chickenreal1,pilot,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,operator_A,prototype_1_control_calibrated_4h_v2,0.0010737107368186116,0.06778891384601593,0.018898967653512955,0.006087872199714184,0.08144330978393555,0.05460634455084801,0.29562392830848694,0.8449331521987915,0.06787754595279694,2.167488999752247,0.003466160735115409,0.0019324892200529575,9.408139158040285e-05,0.8103723566434851,1.3630983630719129e-05,6.751526477659769,2.0339736938476562,0.0044638169929385185,0.01138529647141695,0.017784066751700762,0.9849007108294094,0.0044638169929385185,-39.23078678776888,-0.12828712273098164,-0.005166604868713842,False,True,False,False,,False
2026-07-28T20:19:41,2403.0,4,img_000004_20260728_201940.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S010_Anish_chickenreal1_pilot_chicken_20260728_193932\images\img_000004_20260728_201940.jpg,2026-07-28 20:19:41,10.0,True,S010_Anish_chickenreal1,pilot,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,operator_A,prototype_1_control_calibrated_4h_v2,0.0010086066322401166,0.07177113741636276,0.01987474597990513,0.0060411058366298676,0.08305381238460541,0.056369565427303314,0.29782167077064514,0.8485987782478333,0.07185225933790207,2.2410238762898085,0.0035715450067073107,0.0020157864782959223,0.00010747399210231379,0.9257298472610708,4.712326699518599e-06,2.334050083625873,1.3624356985092163,0.005286854226142168,0.01310577429831028,0.031495801445578314,0.9818473584107706,0.004198397975414991,-38.96887739351494,0.0011607563755443584,-0.026809134970805226,False,True,False,False,,False
2026-07-28T20:24:41,2702.99,5,img_000005_20260728_202440.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S010_Anish_chickenreal1_pilot_chicken_20260728_193932\images\img_000005_20260728_202440.jpg,2026-07-28 20:24:41,15.0,True,S010_Anish_chickenreal1,pilot,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,operator_A,prototype_1_control_calibrated_4h_v2,0.0024887300096452236,0.02459007129073143,0.01739375665783882,0.004891652148216963,0.0578705370426178,0.04683874547481537,0.17718416452407837,0.4664476811885834,0.025172099471092224,0.9288910498038372,0.0021692095324397087,0.0012121762847527862,9.42178739933297e-05,0.8115479512296834,1.343169486744955e-07,0.06652817287012487,0.2139059156179428,0.01594565063714981,0.03530370444059372,0.13951557185374147,0.924855175033557,0.018471816554665565,-40.91216473897558,-2.233927590948995,0.062254186794626354,False,True,True,True,,False
2026-07-28T20:29:41,3002.99,6,img_000006_20260728_202940.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S010_Anish_chickenreal1_pilot_chicken_20260728_193932\images\img_000006_20260728_202940.jpg,2026-07-28 20:29:41,20.0,True,S010_Anish_chickenreal1,pilot,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,operator_A,prototype_1_control_calibrated_4h_v2,0.0024879483971744776,0.024116914719343185,0.018066132441163063,0.004778330679982901,0.05678930506110191,0.047978974878787994,0.1779547780752182,0.4546051025390625,0.02502274699509144,0.9359079060464455,0.0021708582062274218,0.0012109020026400685,8.683349733473733e-05,0.7479424431196914,2.0005390410915425e-07,0.09908817053438909,0.23098152875900269,0.01608453504741192,0.03564734011888504,0.138313137755102,0.9238450875938602,0.0021409867331385612,-40.759604921655786,-2.3213700593167186,0.061269336423449894,False,True,True,True,2.0,False
2026-07-28T20:34:41,3302.99,7,img_000007_20260728_203440.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S010_Anish_chickenreal1_pilot_chicken_20260728_193932\images\img_000007_20260728_203440.jpg,2026-07-28 20:34:41,25.0,True,S010_Anish_chickenreal1,pilot,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,operator_A,prototype_1_control_calibrated_4h_v2,0.001081370166502893,0.06557076424360275,0.019367827102541924,0.0058383881114423275,0.08259250968694687,0.05481177568435669,0.293021559715271,0.8394317626953125,0.0656672865152359,2.0838536442644284,0.0033520867582410574,0.001973633887246251,0.00010524880781304091,0.9065631682167556,1.4992252772572101e-06,0.7425773098698126,0.9716588854789734,0.006606809329241514,0.0214269757270813,0.015159970238095233,0.9247234925483067,0.01686260476708412,-39.41519003107789,-0.3402561859072769,-0.07794020219817333,False,True,False,False,2.0,False
2026-07-28T20:39:41,3602.99,8,img_000008_20260728_203940.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S010_Anish_chickenreal1_pilot_chicken_20260728_193932\images\img_000008_20260728_203940.jpg,2026-07-28 20:39:41,30.0,True,S010_Anish_chickenreal1,pilot,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,operator_A,prototype_1_control_calibrated_4h_v2,0.001185005297884345,0.06289437413215637,0.019505849108099937,0.007049224805086851,0.08174582570791245,0.05466539040207863,0.2885042726993561,0.825397789478302,0.06298191845417023,2.0380123150575975,0.0033470632042735815,0.001971019431948662,0.00010791412205435336,0.9295209173172453,1.2153707302786643e-06,0.6019820643872483,0.9213241934776306,0.006833880208432674,0.022105854004621506,0.01770434736394565,0.918190492820211,0.0037655688356608152,-38.29664485165777,-0.8205455496818198,-0.05498811016573241,False,True,False,False,2.0,False
2026-07-28T20:44:43,3903.97,9,img_000009_20260728_204441.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S010_Anish_chickenreal1_pilot_chicken_20260728_193932\images\img_000009_20260728_204441.jpg,2026-07-28 20:44:43,35.03333333333333,False,S010_Anish_chickenreal1,pilot,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,operator_A,prototype_1_control_calibrated_4h_v2,0.0011590574868023396,0.06038173288106918,0.019982682541012764,0.006156862713396549,0.08189105242490768,0.054976291954517365,0.291165828704834,0.8326824903488159,0.06051303818821907,1.9246243130002598,0.00318302889354527,0.0019822739996016026,0.00010497635958017781,0.9042164287306593,9.787730732568889e-07,0.4847935041769015,0.8437598347663879,0.010603356175124645,0.03474694862961769,0.03293075042517008,0.796955686543655,0.006557675544172525,-38.79956764639412,-0.4841354791189125,-0.047856772557961,False,True,False,False,2.0,False
2026-07-28T20:49:41,4203.97,10,img_000010_20260728_204941.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S010_Anish_chickenreal1_pilot_chicken_20260728_193932\images\img_000010_20260728_204941.jpg,2026-07-28 20:49:41,40.0,False,S010_Anish_chickenreal1,pilot,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,operator_A,prototype_1_control_calibrated_4h_v2,0.0011667166836559772,0.05744907259941101,0.02022535540163517,0.005983265582472086,0.08088567852973938,0.055676866322755814,0.2914884388446808,0.8285284042358398,0.05758475884795189,1.869537042877753,0.0031838344875723124,0.0019886342342942953,9.873034287011251e-05,0.8504162117489141,8.287847208521271e-07,0.41050316974210843,0.6959311962127686,0.010053605772554874,0.03166639804840088,0.03655798256802731,0.835021508384193,0.004093980882316828,-38.89736822227351,-0.5105081065810547,-0.036084098199157255,False,True,False,False,1.0,False
2026-07-28T20:54:41,4502.98,11,img_000011_20260728_205440.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S010_Anish_chickenreal1_pilot_chicken_20260728_193932\images\img_000011_20260728_205440.jpg,2026-07-28 20:54:41,45.0,False,S010_Anish_chickenreal1,pilot,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,operator_A,prototype_1_control_calibrated_4h_v2,0.0011574944946914911,0.05988778918981552,0.020501796156167984,0.0060398573987185955,0.08200152218341827,0.05546126142144203,0.29040950536727905,0.8242181539535522,0.06000705063343048,1.9079304734087081,0.0032239307183772326,0.0020068183075636625,9.666333062341437e-05,0.8326119514437696,1.6200203845073702e-06,0.8024080152000765,0.8509020209312439,0.011310097761452198,0.03653187304735184,0.03754118835034016,0.776753002171649,0.004562450107187033,-38.670211058552134,-0.28702803457903503,-0.03683578926721964,False,True,False,False,0.0,False
