timestamp,elapsed_s,adc_NH3,v_NH3,adc_CH4,v_CH4,adc_H2S,v_H2S,temp_C,pressure_Pa,humidity_pct,bme_gas_ohms,session_id,site_id,pcb_design_id,device_id,container_id,food_category,food_name,phase,image_filename,v_NH3_delta_pct,v_H2S_delta_pct,v_CH4_delta_pct,bme_delta_log_inverted,v_NH3_slope_5m,v_NH3_accel_5m,v_NH3_volatility_5m,v_NH3_slope_15m,v_NH3_accel_15m,v_NH3_volatility_15m,v_NH3_slope_30m,v_NH3_accel_30m,v_NH3_volatility_30m,v_H2S_slope_5m,v_H2S_accel_5m,v_H2S_volatility_5m,v_H2S_slope_15m,v_H2S_accel_15m,v_H2S_volatility_15m,v_H2S_slope_30m,v_H2S_accel_30m,v_H2S_volatility_30m,v_CH4_slope_5m,v_CH4_accel_5m,v_CH4_volatility_5m,v_CH4_slope_15m,v_CH4_accel_15m,v_CH4_volatility_15m,v_CH4_slope_30m,v_CH4_accel_30m,v_CH4_volatility_30m,bme_delta_log_inverted_slope_5m,bme_delta_log_inverted_accel_5m,bme_delta_log_inverted_volatility_5m,bme_delta_log_inverted_slope_15m,bme_delta_log_inverted_accel_15m,bme_delta_log_inverted_volatility_15m,bme_delta_log_inverted_slope_30m,bme_delta_log_inverted_accel_30m,bme_delta_log_inverted_volatility_30m,q10_factor,biological_age_h,is_baseline
2026-07-24 23:01:00,2457.7,1336.0,0.167,9918.0,1.24,492.0,0.062,30.89,93633.0,60.75,143300.0,S006_Anish,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,none,empty,Baseline,img_000002_20260724_230115.jpg,0.00621963070942666,0.01746956061408156,0.02109121819051163,0.429507988957759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.448662651943741,0.0,True
2026-07-24 23:02:00,2510.71,1333.5,0.167,9919.5,1.24,492.0,0.062,30.98,93633.0,60.435,178800.0,S006_Anish,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,none,empty,Baseline,none,0.00621963070942666,0.01746956061408156,0.02109121819051163,0.2081804610524715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.489017244616342,0.09525366823842402,True
2026-07-24 23:03:00,2570.705,1331.0,0.166,9900.5,1.238,478.0,0.06,31.01,93631.0,60.32,198200.0,S006_Anish,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,none,empty,Baseline,none,0.00019436345966949986,-0.015352038115404865,0.019444296870849476,0.10517170189599762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.50252481587456,0.203507496838306,True
2026-07-24 23:04:00,2630.71,1333.0,0.167,9864.0,1.233,478.5,0.06,31.02,93627.0,60.27,206200.0,S006_Anish,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,none,empty,Baseline,none,0.00621963070942666,-0.015352038115404865,0.015326993571694425,0.06560175220902573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.507033585057007,0.3119295179282921,True
2026-07-24 23:05:00,2690.71,1333.0,0.167,9836.5,1.23,478.0,0.06,31.04,93627.0,60.22,210700.0,S006_Anish,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,none,empty,Baseline,none,0.00621963070942666,-0.015352038115404865,0.012856611592201084,0.044013002981741906,0.00014688531334357873,,0.00044721359549996067,0.00014688531334357873,,0.00044721359549996067,0.00014688531334357873,,0.00044721359549996067,-0.036837411736338276,,0.0010954451150103327,-0.036837411736338276,,0.0010954451150103327,-0.036837411736338276,,0.0010954451150103327,-0.1669429114782341,,0.004494441010848922,-0.1669429114782341,,0.004494441010848922,-0.1669429114782341,,0.004494441010848922,-5.553070860140259,,0.15793617753749262,-5.553070860140259,,0.15793617753749262,-5.553070860140259,,0.15793617753749262,6.516060504561722,0.42045530200844816,True
2026-07-24 23:06:00,2750.71,1332.5,0.167,9802.0,1.225,478.0,0.06,31.03,93625.0,60.21,214500.0,S006_Anish,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,none,empty,Baseline,none,0.00621963070942666,-0.015352038115404865,0.008739308293045811,0.026138585423813605,0.00184118121016197,,0.00044721359549996067,0.00184118121016197,,0.00040824829046386607,0.00184118121016197,,0.00040824829046386607,-0.02780315059417298,,0.000894427190999916,-0.02780315059417298,,0.0010327955589886453,-0.02780315059417298,,0.0010327955589886453,-0.19259425909540967,,0.006058052492344486,-0.19259425909540967,,0.0060882400303098735,-0.19259425909540967,,0.0060882400303098735,-4.400091674961005,,0.07243100259888588,-4.400091674961005,,0.15306272282171088,-4.400091674961005,,0.15306272282171088,6.511545480563478,0.5290186852178248,True
2026-07-24 23:07:00,2810.71,1331.5,0.1665,9766.5,1.221,478.0,0.06,31.03,93623.0,60.22,216900.0,S006_Anish,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,none,empty,Baseline,none,0.00320699708454808,-0.015352038115404865,0.005445465653721726,0.015011905959056509,0.0008573448947891513,,0.00044721359549996067,-0.0010434013122220356,,0.00039339789623472313,-0.0010434013122220356,,0.00039339789623472313,-0.017142517005993247,,0.0,-0.021602009607533765,,0.0009759000729485342,-0.021602009607533765,,0.0009759000729485342,-0.2348557400784324,,0.006655824516917592,-0.20675664859595694,,0.007502380574572014,-0.20675664859595694,,0.007502380574572014,-2.0991737435282842,,0.03574094239859122,-3.5885668035449965,,0.14829346668631016,-3.5885668035449965,,0.14829346668631016,6.511545480563478,0.6375444432272162,True
2026-07-24 23:08:00,2870.7,1331.0,0.166,9741.0,1.218,478.0,0.06,31.03,93621.0,60.19,218350.0,S006_Anish,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,none,empty,Baseline,none,0.00019436345966949986,-0.015352038115404865,0.002975083674228385,0.008349043860315295,-0.002570989781901771,,0.00044721359549996067,-0.00468025560905134,,0.0004580626906564501,-0.00468025560905134,,0.0004580626906564501,-5.9761918426759e-17,,0.0,-0.017222951035328785,,0.0009258200997725529,-0.017222951035328785,,0.0009258200997725529,-0.24171761198838218,,0.0061886993787065156,-0.21032361423542523,,0.008617880084038031,-0.21032361423542523,,0.008617880084038031,-1.1207504560383386,,0.023213963158884743,-2.9848930727365057,,0.14362729089016016,-2.9848930727365057,,0.14362729089016016,6.511545480563478,0.7460521136102721,True
2026-07-24 23:09:00,2930.7,1330.0,0.166,9717.5,1.215,486.0,0.061,31.064999999999998,93620.0,60.1,219800.0,S006_Anish,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,none,empty,Baseline,none,0.00019436345966949986,0.001058761249338458,0.0005047016947352656,0.0017302818223642177,-0.014571872111797363,-0.20310700119546657,0.0005000000000000059,-0.006047360015903588,-0.11346409646221906,0.00048591265790376984,-0.006047360015903588,-0.11346409646221906,0.00048591265790376984,0.008571700682863266,0.7117615701277866,0.0004472135954999558,-0.009985082349425595,0.3857295494564536,0.0008819171036881979,-0.009985082349425595,0.3857295494564536,0.0008819171036881979,-0.22286593217077993,-0.9658719566822471,0.005890670590009418,-0.20992781332324154,-0.6222315407312845,0.00959745336592545,-0.20992781332324154,-0.6222315407312845,0.00959745336592545,-0.7499909638701356,77.31703902529713,0.01661466862750013,-2.5309051293166127,44.759548976115695,0.13935424809333063,-2.5309051293166127,44.759548976115695,0.13935424809333063,6.527361765948311,0.8547096739978703,True
2026-07-24 23:10:00,2990.6949999999997,1328.5,0.166,9695.5,1.212,486.0,0.061,31.07,93617.0,60.07,220950.0,S006_Anish,house_A,spoil_free_pcb_v1,pcb_A,chamber_A,none,empty,Baseline,none,0.00019436345966949986,0.001058761249338458,-0.0019656802847579646,-0.0034881077848637303,-0.014572191188908021,-0.21646169034281448,0.00044721359549996067,-0.006406004884128378,-0.10297693167715102,0.0004972144630058685,-0.006406004884128378,-0.10297693167715102,0.0004972144630058685,0.013715025883330992,0.649799124118367,0.000547722557505165,-0.005772349530913781,0.3654354756528859,0.0008432740427115686,-0.005772349530913781,0.3654354756528859,0.0008432740427115686,-0.2108690468231197,-0.5439924694643901,0.0050695167422547885,-0.2080795650456097,-0.44788744258493696,0.01050714042925112,-0.2080795650456097,-0.44788744258493696,0.01050714042925112,-0.5441346245268828,63.386637856809095,0.011593059474944501,-2.1789883250568507,39.5708106315491,0.13543038095860763,-2.1789883250568507,39.5708106315491,0.13543038095860763,6.5296243692072125,0.96350882443935,True
