elapsed_s,adc_NH3,v_NH3,adc_CH4,v_CH4,adc_H2S,v_H2S,temp_C,pressure_Pa,humidity_pct,bme_gas_ohms,v_NH3_delta_pct,v_H2S_delta_pct,v_CH4_delta_pct,bme_delta_log_inverted,v_NH3_slope_5m,v_NH3_accel_5m,v_NH3_volatility_5m,v_NH3_slope_15m,v_NH3_accel_15m,v_NH3_volatility_15m,v_NH3_slope_30m,v_NH3_accel_30m,v_NH3_volatility_30m,v_H2S_slope_5m,v_H2S_accel_5m,v_H2S_volatility_5m,v_H2S_slope_15m,v_H2S_accel_15m,v_H2S_volatility_15m,v_H2S_slope_30m,v_H2S_accel_30m,v_H2S_volatility_30m,v_CH4_slope_5m,v_CH4_accel_5m,v_CH4_volatility_5m,v_CH4_slope_15m,v_CH4_accel_15m,v_CH4_volatility_15m,v_CH4_slope_30m,v_CH4_accel_30m,v_CH4_volatility_30m,bme_delta_log_inverted_slope_5m,bme_delta_log_inverted_accel_5m,bme_delta_log_inverted_volatility_5m,bme_delta_log_inverted_slope_15m,bme_delta_log_inverted_accel_15m,bme_delta_log_inverted_volatility_15m,bme_delta_log_inverted_slope_30m,bme_delta_log_inverted_accel_30m,bme_delta_log_inverted_volatility_30m,q10_factor,biological_age_h,session_minute,time_bin,session_id,session_time_h,control_drift_NH3,adjusted_NH3,z_NH3,channel_index_NH3,control_drift_H2S,adjusted_H2S,z_H2S,channel_index_H2S,control_drift_CH4,adjusted_CH4,z_CH4,channel_index_CH4,control_drift_BME,adjusted_BME,z_BME,channel_index_BME,change_index,cusum_NH3,cusum_active_NH3,cusum_H2S,cusum_active_H2S,cusum_CH4,cusum_active_CH4,cusum_BME,cusum_active_BME,protein_gas_active,primary_event,supporting_channel_count,pca_1,pca_2,anomaly_score,is_anomaly
3274.7,1268.0,0.159,7356.0,0.92,505.0,0.063,30.98,93502.0,59.47,142650.0,0.0066373940569794,0.0041131105398459,0.0016506866153898,0.4642361501696933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.489017244616342,0.0789544871534317,0,0,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.0,0.0020854501789659666,0.004551943878013434,0.15352663681455558,0.0038381659203638894,-0.005520893486031495,0.009634004025877396,0.14706810333224582,0.0036767025833061456,0.007495576146391034,-0.005844889531001234,-0.07413700727575331,0.0,0.07798790081492138,0.38624824935477187,6.972590632261496,0.1743147658065374,4.601698713190067,0.0,False,0.0,False,0.0,False,6.472590632261496,False,False,False,0,3.7075572260627316,2.135469589475575,0.18255658133414376,True
3514.7,1268.0,0.159,7354.0,0.919,497.0,0.062,31.12,93504.0,59.01,216700.0,0.0066373940569794,-0.0118251928020564,0.0005619358690687,0.046116319286889,-0.00471428571428565,,0.0004974680765025,-0.004556672489567,,0.00045263814307815,-0.004556672489567,,0.00045263814307815,-0.019156878729579052,,0.0005477225575051,-0.0212575944549709,,0.0007483982309259,-0.0212575944549709,,0.0007483982309259,-0.01493064205823625,,0.00049746807650255,-0.0147032141449474,,0.00054112252066495,-0.0147032141449474,,0.00054112252066495,-7.795526274205186,,0.1297836065738865,-9.63911565583009,,0.3625533842491844,-9.63911565583009,,0.3625533842491844,6.552293582878622,0.5144912203893846,5,1,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.08333333333333333,0.0010622439281926747,0.005575150128786725,0.18803703910831399,0.0047009259777078495,-0.0025079799298361044,-0.009317212872220296,-0.14223212091043647,0.0,0.004391483184486025,-0.003829547315417325,-0.04857425887693408,0.0,0.049808056530619454,-0.003691737243730453,-0.06664359661281612,0.0,0.14102777933123548,0.0,False,0.0,False,0.0,False,5.90594703564868,False,False,False,0,0.008683257934744809,0.007456511759040663,-0.051419142366851245,False
3814.69,1266.0,0.158,7348.0,0.919,496.0,0.062,31.15,93494.0,58.855,233900.0,0.0003063412641681,-0.0118251928020564,0.0005619358690687,-0.030263445760931,-0.0060001619076202,0.0437005750807723,0.0004999999999999,-0.0027391977778952,0.0627590132048927,0.0004522670168666,-0.0027391977778952,0.0627590132048927,0.0004522670168666,-1.848033616490869e-16,0.2901222923914278,0.0,-0.0103846729104267,0.1544097704997115,0.0006875516509523,-0.0103846729104267,0.1544097704997115,0.0006875516509523,-7.763297112084306e-15,0.2236349214254052,0.0,-0.0080400258766354,0.1266883253011007,0.0005,-0.0080400258766354,0.1266883253011007,0.0005,-0.8862512859039537,104.7267755123552,0.0199536086128496,-4.51349701415076,87.08415405948449,0.3158856197446824,-4.51349701415076,87.08415405948449,0.3158856197446824,6.565932870483986,1.061331060913163,10,2,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.16666666666666666,2.6249991541293233e-05,0.00028009127262680676,0.009446836832766314,0.00023617092081915786,-0.0012733506720663504,-0.01055184212999005,-0.1610793813818851,0.0,0.0014970849573123738,-0.0009351490882436738,-0.011861499587171698,0.0,0.0307205096583903,-0.0609839554193213,-1.1008882421741366,0.0,0.007085127624574735,0.0,False,0.0,False,0.0,False,4.305058793474544,False,False,False,0,-0.5805930759876241,-0.3508859291600693,-0.033225288136042475,False
4114.76,1263.0,0.158,7342.0,0.918,502.0,0.063,31.09,93502.0,58.91,241000.0,0.0003063412641681,0.0041131105398459,-0.0005268148772522,-0.0601667056614526,1.196059691326912e-16,0.159376841966801,0.0,-0.0040943684699495,0.009426404829366,0.0004803844614152,-0.0039900441927856,0.009426404829366,0.0004787135538781,4.819992289912833e-16,-0.1799975816791198,0.0,-0.0006482276710654,0.1395438881270186,0.0005163977794943,-0.0006482276710654,0.1395438881270186,0.0006191391873668,1.1620683788613105e-15,0.1799975816791036,0.0,-0.0083371213327011,0.0494693516095467,0.0006761234037828,-0.0083371213327011,0.0494693516095467,0.0007187952884282,-0.3079853815989148,4.908201436751889,0.008226264763696,-2.5777439454412985,53.37424814340019,0.143945689363404,-2.5777439454412985,53.37424814340019,0.2804952538306633,6.538682627906265,1.6075217761296792,15,3,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.25,-0.0006014791325172134,0.0009078203966853134,0.03061870182713632,0.000765467545678408,-0.00012711292017136017,0.004240223460017261,0.06472922580212834,0.0016182306450532083,-0.0017934845538950996,0.0012666696766428995,0.01606653103282251,0.00040166327582056275,-0.02331350629056913,-0.03685319937088347,-0.6652775077467487,0.0,0.08361873170542015,0.0,False,0.0,False,0.0,False,3.139781285727795,False,False,False,0,-0.34254023180080884,-0.1864523646410326,-0.0563560217517719,False
4414.74,1257.0,0.157,7352.0,0.919,502.0,0.063,31.085,93499.0,58.945,243700.0,-0.006024711528643,0.0041131105398459,0.0005619358690687,-0.0713077328019581,-0.0120005335652626,-0.1440128058509768,0.0005477225575051,-0.0053572370470562,-0.0082595981472065,0.0005411627692821,-0.004399277571182,0.0021392446366111,0.0006045462682675,6.07852267703342e-17,-3.584832435295837e-15,0.0,0.0053557127937182,0.1137618004899445,0.0004879500364742,0.000890064903824,0.1014379175307301,0.0005606119105813,0.0137144369401774,0.2001865052798121,0.0004472135955003,-0.0025697857169549,0.0325876437073255,0.0005163977794943,-0.0049157015589096,0.0350840068676242,0.000700340053457,-0.1300133400045517,2.2974986507014226,0.0028619466099711,-0.368474456855537,33.69431234798626,0.0290636717502584,-1.682710177126287,36.5556737039666,0.2546608303408337,6.536416885838071,2.1525660441799155,20,4,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.3333333333333333,-0.0006470672344702933,-0.005377644294172707,-0.18137561986586598,0.0,0.0042697849698162,-0.0001566744299702997,-0.0023917170051518913,0.0,-0.0039444544465927125,0.004506390315661413,0.057159385108574406,0.0014289846277143602,-0.039521401135302926,-0.03178633166665517,-0.5738099234963915,0.0,0.014289846277143603,0.0,False,0.0,False,0.0,False,2.0659713622314033,False,False,False,0,-0.3412351519199632,-0.2319938164506296,-0.06672863251997252,False
4714.75,1260.0,0.158,7343.0,0.918,501.0,0.063,31.11,93494.0,58.855,245600.0,0.0003063412641681,0.0041131105398459,-0.0005268148772522,-0.0790739684437851,0.0051361286985886,0.2382366572254804,0.0005477225575051,-0.0021186969689908,0.0029407827143545,0.0004498677054212,-0.0036072054476196,0.0006324897936722,0.0006197241087891,-1.2715313856904626e-16,-8.654251111879576e-16,0.0,-6.389319336787194e-17,0.0324033922081567,0.0002581988897471,0.0010665372931446,0.0724382750499486,0.0005256931389634,-0.013714481627292,-0.2945653697288612,0.0004472135955004,0.0014128114612643,0.0502533430234649,0.0004879500364742,-0.0034961397164565,0.0327672762589099,0.0006793662204867,-0.0866940737839179,0.5211196548342767,0.0023642811625349,-0.1535487264312057,17.194529879506486,0.011928614491493,-1.1912249156151058,26.830357699402228,0.2348105858999342,6.547753452726432,2.698306878954517,25,5,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.4166666666666667,0.0007491950647146199,-0.00044285380054651986,-0.014936443950210439,0.0,0.00162374344252716,0.00248936709731874,0.0380014889465466,0.000950037223663665,-0.0064538051240431325,0.005926990246790932,0.07517837877329174,0.0018794594693322935,-0.04858055179519349,-0.030493416648591613,-0.5504700969513658,0.0,0.052045897521551206,0.0,False,0.0,False,0.0,False,1.0155012652800375,False,False,False,0,-0.27132628347144927,-0.19179575977522217,-0.06087099383813732,False
5014.75,1254.5,0.157,7341.0,0.918,503.0,0.063,31.11,93488.0,58.85,247100.0,-0.006024711528643,0.0041131105398459,-0.0005268148772522,-0.085162885165362,-0.0111427033969294,-0.286525049245682,0.0002236067977497,-0.0039279191914298,0.0062124647246288,0.0005498917642418,-0.0039250978005774,0.000562934552995,0.0007081220103973,-0.0068572408136444,-0.0264361051225865,0.0005477225575051,-0.0021176513962981,-0.0273221354814604,0.0003518657752744,0.000306855202462,0.0517083682686865,0.00052756527857,-0.0051430734694193,0.091097310750974,0.0005477225575056,-0.0046759853292302,0.024989563339849,0.0007037315505489,-0.0036965712523951,0.0261988108223859,0.0007327658649308,-0.0744601028736435,0.0573103643682907,0.0020967549670783,-0.0943625615735005,5.620165993811974,0.0067022026713598,-0.8927841451285198,20.62645155638079,0.1178007099281497,6.547753452726432,3.243575022783311,30,6,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.5,0.0019349817298158997,-0.0079596932584589,-0.26846221499989237,0.0,-0.0026579705168361797,0.00677108105668208,0.10336408889183966,0.0025841022222959915,-0.008365564711487267,0.007838749834235067,0.09942727752357455,0.002485681938089364,-0.0544002501236094,-0.030762635041752598,-0.5553300533377639,0.0,0.11530039716125334,0.0,False,0.0,False,0.0,False,0.0,False,False,False,0,-0.347098571508715,-0.2409919527104668,-0.05677524329481737,False
5314.74,1261.0,0.158,7341.0,0.918,481.5,0.06,31.18,93480.0,58.66,248300.0,0.0003063412641681,-0.043701799485861,-0.0005268148772522,-0.0900074646849186,0.0085714285714276,0.1807386856692864,0.000547722557505,-0.0014559258061811,0.0110183481921834,0.0005277986629118,-0.0032570980776872,-0.0011031929614687,0.0006477192523656,-0.0154285265064026,-0.2468638782061693,0.0008944271909999,-0.0154411978233851,-0.0821839499410496,0.0016676187756655,-0.0042176619156385,0.0248900605451618,0.0012972118642263,0.003428497949875,0.1645757105283183,0.0004472135955003,-0.0052059784711081,-0.0290782612658961,0.0006399404734221,-0.0026828298900456,0.0173582977868291,0.0006396838299495,-0.0456075102170121,0.3771618138746273,0.001576318147575,-0.0705956247144383,1.0428322970746375,0.005109745115312,-0.1757342801323772,12.971170731967614,0.0290355223625049,6.579600549699714,3.789923213468245,35,7,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.5833333333333334,0.0027190839116000534,-0.0024127426474319534,-0.0813762810100669,0.0,-0.005793446724304539,-0.037908352761556456,-0.5786908045830996,0.0,-0.00944801155341514,0.00892119667616294,0.1131571126162621,0.0028289278154065524,-0.058923377335523094,-0.03108408734939551,-0.5611329413838172,0.0,0.028289278154065525,0.0,False,0.0,False,0.0,False,0.0,False,False,False,0,-0.25365579338799615,-0.34421757467965847,-0.06716829343960934,False
5614.73,1262.0,0.158,7346.5,0.918,480.0,0.06,31.23,93478.0,58.53,249400.0,0.0003063412641681,-0.043701799485861,-0.0005268148772522,-0.0944278054167337,0.0068572108837062,-0.0323300023973367,0.0,0.0039265300393923,0.0202301160921806,0.0005498917642418,-0.0007409990623195,0.0043575241532885,0.0005265917304465,-7.945922857602186e-18,0.0440841515008766,0.0,-0.0132354900533156,-0.0738558808504877,0.0014864467059144,-0.0082502427915352,-0.0092158817420593,0.0015477087254553,0.0051429863939258,0.0323312771913775,0.0004472135955,0.0017647084768793,-0.0014563753630017,0.000457737708217,-0.0010143142944923,0.0152733864860957,0.0005560534167676,-0.0576542936294478,-0.1024830018123752,0.0018060879868706,-0.0554858883004435,0.3708910359152936,0.0041652147623669,-0.0930726679379429,7.211453742171852,0.0143762668683241,6.602443268101258,4.338851726371255,40,8,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.6666666666666666,0.0020774641579140466,-0.0017711228937459466,-0.05973591690694307,0.0,-0.0012705498948927195,-0.04243124959096828,-0.6477351870104202,0.0,-0.011251809047963067,0.010724994170710867,0.1360366122659976,0.00340091530664994,-0.06294108423275643,-0.03148672118397727,-0.5684013261801912,0.0,0.0340091530664994,0.0,False,0.0,False,0.0,False,0.0,False,False,False,0,-0.23839290529377472,-0.3651156908143025,-0.06404987844424026,False
5914.73,1258.5,0.157,7363.5,0.9205,479.0,0.06,31.25,93472.0,58.5,250400.0,-0.006024711528643,-0.043701799485861,0.0021950619885504,-0.0984294113967411,-0.0137145170077748,-0.2174781715547465,0.0004472135955,0.0010588366782158,0.0366185002251091,0.0005163977794943,-0.0003146431433538,0.0082051261435687,0.000530939310773,-1.8566432354412222e-16,-1.9430963994183265e-15,0.0,-0.001676469960234,0.0090462305780874,0.0005163977794944,-0.0085648572962306,-0.0226154293260474,0.0015862193902556,0.02828571428571,0.3129814483845457,0.0009746794344804,0.0091325408011352,0.0603899525544136,0.0008957571949925,0.0012462140801801,0.0146857815749593,0.0008060475443038,-0.0631534529591236,-0.1658891491216491,0.0010348591636141,-0.0551810320949296,0.1546289493380094,0.0042125235480122,-0.0702689266565829,4.986536252410407,0.0100830988026666,6.611602545233694,4.889665924068828,45,9,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.75,0.0006474849852414136,-0.006672196513884414,-0.2250378999377139,0.0,0.0021582936435362264,-0.04586009312939722,-0.70007827452266,0.0,-0.013891830119380675,0.016086892107931076,0.20404731876012813,0.005101182969003203,-0.0678225567847425,-0.030606854611998607,-0.5525178900023784,0.0,0.05101182969003203,0.0,False,0.0,False,0.0,False,0.0,False,False,False,0,-0.2525550817805228,-0.43201378951586195,-0.06994991188715344,False
