session_time_h,change_index,run
2.4166666666666665,5.037123904256196,S012 confirmation 1
2.5,5.2161193233366445,S012 confirmation 1
2.583333333333333,5.39826876388857,S012 confirmation 1
2.6666666666666665,3.283416577757307,S012 confirmation 1
2.75,2.217006487489883,S012 confirmation 1
2.833333333333333,2.030065496216158,S012 confirmation 1
2.9166666666666665,2.1245146913172075,S012 confirmation 1
3.0,2.35323158004526,S012 confirmation 1
3.083333333333333,2.5241031286526736,S012 confirmation 1
3.1666666666666665,2.446387029095901,S012 confirmation 1
3.25,3.5973805001776022,S012 confirmation 1
3.333333333333333,3.452775917659908,S012 confirmation 1
3.4166666666666665,3.3126104399997645,S012 confirmation 1
3.5,4.370855241736144,S012 confirmation 1
3.583333333333333,6.8623706593736165,S012 confirmation 1
3.6666666666666665,9.11861681580212,S012 confirmation 1
3.75,11.286745203123822,S012 confirmation 1
3.8333333333333335,13.874054554520873,S012 confirmation 1
3.9166666666666665,15.683075561369916,S012 confirmation 1
4.0,17.217825928387377,S012 confirmation 1
4.083333333333333,19.51173987138873,S012 confirmation 1
4.166666666666667,21.044797304381017,S012 confirmation 1
4.25,23.48671541231748,S012 confirmation 1
4.333333333333333,25.93151276658872,S012 confirmation 1
4.416666666666667,29.4805530883339,S012 confirmation 1
4.5,32.831225486437035,S012 confirmation 1
4.583333333333333,37.14044265757481,S012 confirmation 1
4.666666666666667,41.543721364200096,S012 confirmation 1
4.75,47.48312655950941,S012 confirmation 1
4.833333333333333,54.9357227219861,S012 confirmation 1
4.916666666666667,63.18076325156133,S012 confirmation 1
5.0,68.21242564503633,S012 confirmation 1
5.083333333333333,74.80933435956786,S012 confirmation 1
5.166666666666667,76.77728616809209,S012 confirmation 1
5.25,77.46055262974684,S012 confirmation 1
5.333333333333333,78.21944905245618,S012 confirmation 1
5.416666666666667,79.07783353308666,S012 confirmation 1
5.5,79.68015165505575,S012 confirmation 1
5.583333333333333,74.0157630774544,S012 confirmation 1
5.666666666666667,53.63021056291395,S012 confirmation 1
5.75,50.65367574952179,S012 confirmation 1
5.833333333333333,51.82894947483927,S012 confirmation 1
5.916666666666667,51.79171422671338,S012 confirmation 1
6.0,53.382427169103394,S012 confirmation 1
6.083333333333333,54.978231178686165,S012 confirmation 1
6.166666666666667,58.26173085357983,S012 confirmation 1
6.25,59.50673198596439,S012 confirmation 1
6.333333333333333,59.21876755384964,S012 confirmation 1
6.416666666666667,61.34607393843067,S012 confirmation 1
6.5,63.04036008170439,S012 confirmation 1
6.583333333333333,65.13704996711822,S012 confirmation 1
6.666666666666667,65.07346806478776,S012 confirmation 1
6.75,65.56580968557624,S012 confirmation 1
6.833333333333333,68.86747271142278,S012 confirmation 1
6.916666666666667,69.3454065092374,S012 confirmation 1
7.0,71.64351578021339,S012 confirmation 1
7.083333333333333,78.09423804485589,S012 confirmation 1
7.166666666666667,78.4315868463059,S012 confirmation 1
7.25,78.36977522447835,S012 confirmation 1
7.333333333333333,79.3981339384918,S012 confirmation 1
7.416666666666667,79.91761824404351,S012 confirmation 1
7.5,83.96422437032003,S012 confirmation 1
7.583333333333333,86.00123177027123,S012 confirmation 1
7.666666666666667,87.07887738122368,S012 confirmation 1
7.75,87.7181630836429,S012 confirmation 1
7.833333333333333,88.6029950129412,S012 confirmation 1
7.916666666666667,89.19294658902221,S012 confirmation 1
8.0,89.52802108355881,S012 confirmation 1
0.0,0.2653017174569019,Chicken 3 confirmation 2
0.0833333333333333,0.0334999206119152,Chicken 3 confirmation 2
0.1666666666666666,0.0170085676993976,Chicken 3 confirmation 2
0.25,0.093983905488322,Chicken 3 confirmation 2
0.3333333333333333,0.3260106424362727,Chicken 3 confirmation 2
0.4166666666666667,0.4649862436529752,Chicken 3 confirmation 2
0.5,0.3268489818141834,Chicken 3 confirmation 2
0.5833333333333334,0.7222435092102203,Chicken 3 confirmation 2
0.6666666666666666,1.778201070544185,Chicken 3 confirmation 2
0.75,2.5380249732799336,Chicken 3 confirmation 2
0.8333333333333334,2.827501440832253,Chicken 3 confirmation 2
0.9166666666666666,3.1429576994314896,Chicken 3 confirmation 2
1.0,3.459068021532689,Chicken 3 confirmation 2
1.0833333333333333,6.258793262949636,Chicken 3 confirmation 2
1.1666666666666667,7.1198896757491,Chicken 3 confirmation 2
1.25,8.049858548001595,Chicken 3 confirmation 2
1.3333333333333333,10.628554565833436,Chicken 3 confirmation 2
1.4166666666666667,14.949291266450976,Chicken 3 confirmation 2
1.5,14.586112472645867,Chicken 3 confirmation 2
1.5833333333333333,13.723614571944134,Chicken 3 confirmation 2
1.6666666666666667,14.993600910452187,Chicken 3 confirmation 2
1.75,16.399590834939406,Chicken 3 confirmation 2
1.8333333333333333,15.200975395150651,Chicken 3 confirmation 2
1.9166666666666667,15.30945853060262,Chicken 3 confirmation 2
2.0,16.12006814264328,Chicken 3 confirmation 2
2.083333333333333,15.022111582415132,Chicken 3 confirmation 2
2.1666666666666665,14.435457098425571,Chicken 3 confirmation 2
2.25,14.00249379450608,Chicken 3 confirmation 2
2.333333333333333,12.435730803083311,Chicken 3 confirmation 2
2.4166666666666665,13.246061108074214,Chicken 3 confirmation 2
2.5,13.48361285909499,Chicken 3 confirmation 2
2.583333333333333,13.91695731027066,Chicken 3 confirmation 2
2.6666666666666665,13.199350501655084,Chicken 3 confirmation 2
2.75,13.644944297764756,Chicken 3 confirmation 2
2.833333333333333,13.156410668582948,Chicken 3 confirmation 2
2.9166666666666665,12.784309375281136,Chicken 3 confirmation 2
3.0,13.3734733451063,Chicken 3 confirmation 2
3.083333333333333,13.433501657421251,Chicken 3 confirmation 2
3.1666666666666665,13.456834746755018,Chicken 3 confirmation 2
3.25,13.680078985861464,Chicken 3 confirmation 2
3.333333333333333,14.59428593928548,Chicken 3 confirmation 2
3.4166666666666665,14.846437618503144,Chicken 3 confirmation 2
3.5,15.671101717110966,Chicken 3 confirmation 2
3.583333333333333,16.65818436285003,Chicken 3 confirmation 2
3.6666666666666665,17.145507913314244,Chicken 3 confirmation 2
3.75,18.337095760715528,Chicken 3 confirmation 2
3.8333333333333335,19.3735281177216,Chicken 3 confirmation 2
3.9166666666666665,20.516542169981538,Chicken 3 confirmation 2
4.0,21.29983887547968,Chicken 3 confirmation 2
4.083333333333333,23.851106376420223,Chicken 3 confirmation 2
4.166666666666667,25.938991040699094,Chicken 3 confirmation 2
4.25,28.282542570942347,Chicken 3 confirmation 2
4.333333333333333,31.604847675004,Chicken 3 confirmation 2
4.416666666666667,34.43471083895225,Chicken 3 confirmation 2
4.5,37.92423759046604,Chicken 3 confirmation 2
4.583333333333333,41.04252376073625,Chicken 3 confirmation 2
4.666666666666667,45.36310367147989,Chicken 3 confirmation 2
4.75,51.27054714653302,Chicken 3 confirmation 2
4.833333333333333,57.59746497044369,Chicken 3 confirmation 2
4.916666666666667,60.10252903403151,Chicken 3 confirmation 2
5.0,63.18633260159423,Chicken 3 confirmation 2
5.083333333333333,65.87897513469943,Chicken 3 confirmation 2
5.166666666666667,69.23831454568933,Chicken 3 confirmation 2
5.25,71.50035320494682,Chicken 3 confirmation 2
5.333333333333333,73.53308409963289,Chicken 3 confirmation 2
5.416666666666667,73.93607887904312,Chicken 3 confirmation 2
5.5,74.37280259578685,Chicken 3 confirmation 2
5.583333333333333,74.8403436960004,Chicken 3 confirmation 2
5.666666666666667,75.28102241439949,Chicken 3 confirmation 2
5.75,75.87690860485407,Chicken 3 confirmation 2
5.833333333333333,76.21785337159154,Chicken 3 confirmation 2
5.916666666666667,76.58806157999335,Chicken 3 confirmation 2
6.0,76.84314867576299,Chicken 3 confirmation 2
6.083333333333333,77.21928144211036,Chicken 3 confirmation 2
6.166666666666667,77.43036092601267,Chicken 3 confirmation 2
6.25,77.68638768218722,Chicken 3 confirmation 2
6.333333333333333,77.84903059416327,Chicken 3 confirmation 2
6.416666666666667,78.07079230746068,Chicken 3 confirmation 2
6.5,78.14780767781207,Chicken 3 confirmation 2
6.583333333333333,78.27360296226922,Chicken 3 confirmation 2
6.666666666666667,78.36582514956922,Chicken 3 confirmation 2
6.75,78.4921724659384,Chicken 3 confirmation 2
6.833333333333333,78.5176804896613,Chicken 3 confirmation 2
6.916666666666667,78.70795259000772,Chicken 3 confirmation 2
7.0,78.83179557243338,Chicken 3 confirmation 2
7.083333333333333,78.97292180851221,Chicken 3 confirmation 2
7.166666666666667,79.06806054870368,Chicken 3 confirmation 2
7.25,79.18079715455426,Chicken 3 confirmation 2
7.333333333333333,79.32501692370938,Chicken 3 confirmation 2
7.416666666666667,79.43450783974377,Chicken 3 confirmation 2
7.5,79.48451846688005,Chicken 3 confirmation 2
7.583333333333333,79.51844900883916,Chicken 3 confirmation 2
7.666666666666667,79.62448072946098,Chicken 3 confirmation 2
7.75,79.69470808702312,Chicken 3 confirmation 2
7.833333333333333,79.92642152728907,Chicken 3 confirmation 2
7.916666666666667,80.0011062481951,Chicken 3 confirmation 2
8.0,80.17559600936579,Chicken 3 confirmation 2
