elapsed_s,adc_NH3,v_NH3,adc_CH4,v_CH4,adc_H2S,v_H2S,temp_C,pressure_Pa,humidity_pct,bme_gas_ohms,v_NH3_delta_pct,v_H2S_delta_pct,v_CH4_delta_pct,bme_delta_log_inverted,v_NH3_slope_5m,v_NH3_accel_5m,v_NH3_volatility_5m,v_NH3_slope_15m,v_NH3_accel_15m,v_NH3_volatility_15m,v_NH3_slope_30m,v_NH3_accel_30m,v_NH3_volatility_30m,v_H2S_slope_5m,v_H2S_accel_5m,v_H2S_volatility_5m,v_H2S_slope_15m,v_H2S_accel_15m,v_H2S_volatility_15m,v_H2S_slope_30m,v_H2S_accel_30m,v_H2S_volatility_30m,v_CH4_slope_5m,v_CH4_accel_5m,v_CH4_volatility_5m,v_CH4_slope_15m,v_CH4_accel_15m,v_CH4_volatility_15m,v_CH4_slope_30m,v_CH4_accel_30m,v_CH4_volatility_30m,bme_delta_log_inverted_slope_5m,bme_delta_log_inverted_accel_5m,bme_delta_log_inverted_volatility_5m,bme_delta_log_inverted_slope_15m,bme_delta_log_inverted_accel_15m,bme_delta_log_inverted_volatility_15m,bme_delta_log_inverted_slope_30m,bme_delta_log_inverted_accel_30m,bme_delta_log_inverted_volatility_30m,q10_factor,biological_age_h,session_minute,time_bin,session_id,session_time_h,control_drift_NH3,adjusted_NH3,z_NH3,channel_index_NH3,control_drift_H2S,adjusted_H2S,z_H2S,channel_index_H2S,control_drift_CH4,adjusted_CH4,z_CH4,channel_index_CH4,control_drift_BME,adjusted_BME,z_BME,channel_index_BME,change_index,cusum_NH3,cusum_active_NH3,cusum_H2S,cusum_active_H2S,cusum_CH4,cusum_active_CH4,cusum_BME,cusum_active_BME,protein_gas_active,primary_event,supporting_channel_count,pca_1,pca_2,anomaly_score,is_anomaly
2070.1875,1136.25,0.142,7224.25,0.903,149.0,0.019,30.145,93658.0,63.0225,142925.0,-0.0049728752260398,-2.220446049250313e-16,-0.02434518934179125,0.0140610597564748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.124127187923174,0.1433719826490773,0,0,house_A_pcb_A_S012_Anish_chicken2_pilot_chicken_20260802_112823,0.0,0.0020854501789659666,-0.007058325405005766,-0.2380611426708089,0.0,-0.005520893486031495,0.005520893486031273,0.0842793226480953,0.0021069830662023828,0.007495576146391034,-0.031840765488182286,-0.40387060356614746,0.0,0.07798790081492138,-0.06392684105844658,-1.154013497430205,0.0,0.0737444073170834,0.0,False,0.0,False,0.0,False,0.0,False,False,False,0,-0.8532006033138179,-0.2032307639047356,-0.014898587215627646,False
2339.735,1133.0,0.142,7272.5,0.909,148.0,0.019,30.0,93655.0,62.225,148200.0,-0.0049728752260398,-2.220446049250313e-16,-0.0178624331247931,-0.0222183677149887,-0.0008498310322615,0.3220392207198986,0.0002236067977499,-0.0074456107147007,0.2062296393498784,0.0004498677054212,-0.0074456107147007,0.2062296393498784,0.0004498677054212,-3.845692457697126e-18,1.9739792261643958e-16,0.0,-3.845692457697126e-18,-5.645013645458908e-16,0.0,-3.845692457697126e-18,-5.645013645458908e-16,0.0,0.0797083036151209,0.2623525916238944,0.0021679483388679,0.0824524984309289,0.1458580058065323,0.0028051822791126,0.0824524984309289,0.1458580058065323,0.0028051822791126,-0.4741590877733733,10.418888336323723,0.0101072474144485,-0.6396882326983707,5.968601211309113,0.0255946028252457,-0.6396882326983707,5.968601211309113,0.0255946028252457,6.062866266041593,0.598856185263517,5,1,house_A_pcb_A_S012_Anish_chicken2_pilot_chicken_20260802_112823,0.08333333333333333,0.0010622439281926747,-0.006035119154232474,-0.20355074037705054,0.0,-0.0025079799298361044,0.0025079799298358824,0.03828562355647454,0.0009571405889118635,0.004391483184486025,-0.022253916309279125,-0.2822703058089129,0.0,0.049808056530619454,-0.07202642424560815,-1.3002279539367836,0.0,0.033499920611915215,0.0,False,0.0,False,0.0,False,0.0,False,False,False,0,-0.8696400494038855,-0.29934576293279125,-0.01771344784010176,False
2639.73,1136.0,0.142,7362.5,0.92,148.0,0.019,30.04,93649.0,63.43,148350.0,-0.0049728752260398,-2.220446049250313e-16,-0.0059773800602968,-0.023230001589833,1.1689070971835785e-15,0.0058212513871783,0.0,-0.0019715902682562,0.1225193162637549,0.0003342789617107,-0.0019715902682562,0.1225193162637549,0.0003342789617107,6.550596175502121e-17,2.2605946120921706e-15,0.0,-3.2902690744734667e-18,1.7905052296002323e-16,0.0,-3.2902690744734667e-18,1.7905052296002323e-16,0.0,0.1328605544510989,0.6357474960521952,0.0034928498393149,0.1046956305550387,0.2475296952843795,0.0063297936679474,0.1046956305550387,0.2475296952843795,0.0063297936679474,0.0108433427565774,5.652761732562097,0.0038423196915751,-0.3419326520167169,4.696430314696139,0.024243056335003,-0.3419326520167169,4.696430314696139,0.024243056335003,6.079699425606063,1.1045072002210832,10,2,house_A_pcb_A_S012_Anish_chicken2_pilot_chicken_20260802_112823,0.16666666666666666,2.6249991541293233e-05,-0.004999125217581093,-0.16860903873995295,0.0,-0.0012733506720663504,0.0012733506720661284,0.019438363085025896,0.0004859590771256474,0.0014970849573123738,-0.007474465017609173,-0.09480666220528743,0.0,0.0307205096583903,-0.053950511248223296,-0.9739198299629336,0.0,0.017008567699397657,0.0,False,0.0,False,0.0,False,0.0,False,False,False,0,-0.610563317470908,-0.2789356606183079,-0.04530046775108598,False
2939.725,1142.0,0.143,7444.0,0.931,149.0,0.019,30.09,93641.0,64.975,146000.0,0.0020343580470161,-2.220446049250313e-16,0.0059076730041995,-0.0072622765613386,0.0102860054422809,0.1146200096389753,0.0004472135954999,0.0026942077616498,0.0758948900515675,0.0003872983346207,0.0011945948032996,0.072923242780347,0.0004244373438135,-7.6332201687473e-17,-2.4964384544229485e-15,0.0,-1.0962653504045421e-18,5.834340940433642e-17,0.0,-8.818354020921452e-19,1.6094815492123928e-16,0.0,0.1320012761449454,-0.0394544116256922,0.0034022051672417,0.119174715599192,0.2264582180803086,0.0091080811841541,0.1155944153675664,0.2211988663217888,0.0098375593278725,0.2051795566002873,2.254573900091976,0.0060760447504419,-0.075269439626553,3.786932770768096,0.0100456008115406,-0.1368535581998621,3.664897096903133,0.0204711605272801,6.100806613025136,1.6120193446649604,15,3,house_A_pcb_A_S012_Anish_chicken2_pilot_chicken_20260802_112823,0.25,-0.0006014791325172134,0.002635837179533314,0.08890074838557123,0.0022225187096392806,-0.00012711292017136017,0.00012711292017113812,0.00194044511797782,4.85111279494455e-05,-0.0017934845538950996,0.007701157558094599,0.09768204700669156,0.002442051175167289,-0.02331350629056913,0.01605122972923053,0.2897583464346318,0.007243958660865794,0.27389292904072676,0.0,False,0.0,False,0.0,False,0.0,False,False,False,0,0.21756534214515244,0.059156673829061535,-0.06060983506463036,False
3239.72,1145.0,0.143,7496.0,0.937,149.0,0.019,30.14,93631.0,66.57499999999999,144000.0,0.0020343580470161,-2.220446049250313e-16,0.0123904292211978,0.0065310455709971,2.803910994729858e-16,-0.1146188362471078,0.0,0.0053824377172174,0.0505969247716869,0.0005070925528371,0.0030119394106462,0.0550616192176539,0.0005206763832784,-1.6867359622884226e-17,8.373925975575848e-16,0.0,7.343817141172579e-18,7.635667583623514e-17,0.0,8.125242650511552e-18,1.306749532256271e-16,0.0,0.0754294367112665,-0.5392803307310828,0.0020736441353349,0.1150607845195212,0.1630907248055509,0.0084702560820343,0.112327522093767,0.1481113030932464,0.0121840369982923,0.1994438885318273,-0.0343210013671776,0.0040906299862323,0.1593630279624011,3.298315085136621,0.013623518715983,-0.0203384759968859,2.9277789356528805,0.0189577855786846,6.12198707929067,2.1212934436398654,20,4,house_A_pcb_A_S012_Anish_chicken2_pilot_chicken_20260802_112823,0.3333333333333333,-0.0006470672344702933,0.0026814252814863935,0.09043833060520745,0.0022609582651301864,0.0042697849698162,-0.004269784969816422,-0.06518049768930241,0.0,-0.0039444544465927125,0.016334883667790512,0.2071928618846147,0.005179821547115367,-0.039521401135302926,0.04605244670630003,0.8313432074668956,0.02078358018667239,0.639216468091869,0.0,False,0.0,False,0.0,False,0.3313432074668956,False,False,False,0,0.5517813968586217,0.15949599045017337,-0.03281559725175426,False
3539.715,1148.0,0.144,7534.0,0.942,150.0,0.019,30.2,93629.0,68.01,141450.0,0.0090415913200723,-2.220446049250313e-16,0.017792726068696,0.0243980473994216,0.0085715510194366,0.0866985878055156,0.0004472135954999,0.0058677585061778,0.0351737331790375,0.0005498917642417,0.0036112150840142,0.0416317729658719,0.0006275943306584,2.0993641542115437e-17,5.787322172734071e-17,0.0,-1.0215591350792988e-18,-4.5785060155996593e-17,0.0,2.759109342475248e-18,4.284390223955094e-17,0.0,0.0600014285918363,-0.2351065426715148,0.0015811388300872,0.0843543692321728,-0.074970789209093,0.0060586419977702,0.1031821500460901,0.0808374872603793,0.0137347688238234,0.1867220031344238,-0.3028493251568143,0.0053909278027019,0.1841473181721004,2.3247932697911105,0.0139165433733065,0.0385601829124381,2.342825996007618,0.0196162099521399,6.1475007251520495,2.6324420591495503,25,5,house_A_pcb_A_S012_Anish_chicken2_pilot_chicken_20260802_112823,0.4166666666666667,0.0007491950647146199,0.00829239625535768,0.27968352473938873,0.006992088118484718,0.00162374344252716,-0.0016237434425273821,-0.02478729173760391,0.0,-0.0064538051240431325,0.024246531192739132,0.3075447790610264,0.00768861947652566,-0.04858055179519349,0.07297859919461508,1.3174167079073464,0.03293541769768366,1.1100342807618897,0.0,False,0.0,False,0.0,False,1.148759915374242,False,False,False,0,0.9068452860409297,0.3055809888248156,0.004827088431790472,True
3839.715,1148.0,0.144,7505.0,0.938,150.0,0.019,30.23,93621.0,68.69,142450.0,0.0090415913200723,-2.220446049250313e-16,0.0134708885906973,0.0173532842030805,0.0042856292480967,-0.0382090724552026,0.0004472135954999,0.0051618261894464,0.0080127753218929,0.000495215200936,0.0044771916405114,0.0332670562253907,0.0007834494900427,-8.79829224871133e-18,-2.6993204096516097e-16,0.0,-2.813093828812312e-17,1.773995750146295e-17,0.0,1.5936622584133182e-18,2.5016796970004893e-17,0.0,-0.0291427741180807,-0.9536510123618784,0.0021679483388702,0.0447357289336321,-0.3144915093489148,0.0041690469391641,0.0889841144880087,0.0290918635400562,0.0133192562182313,-0.0463983561019402,-2.700561911547693,0.0053917716515225,0.143643744029805,0.7143497445064243,0.0107251232289486,0.0913283034119181,1.908471672876766,0.0195135760963531,6.160297393888573,3.1455513631065446,30,6,house_A_pcb_A_S012_Anish_chicken2_pilot_chicken_20260802_112823,0.5,0.0019349817298158997,0.007106609590256401,0.2396896576023454,0.005992241440058635,-0.0026579705168361797,0.0026579705168359577,0.040575308207689155,0.001014382705192229,-0.008365564711487267,0.021836453302184568,0.27697517442444936,0.006924379360611234,-0.0544002501236094,0.0717535343266899,1.295301718813475,0.032382542970336874,1.0940780057480213,0.0,False,0.0,False,0.0,False,1.944061634187717,False,False,False,0,0.8673620873227625,0.31671604673857673,0.006688646125844966,True
4139.71,1143.0,0.143,7326.0,0.916,150.0,0.019,30.23,93619.0,69.11,144150.0,0.0020343580470161,-2.220446049250313e-16,-0.0102992175382955,0.0054899210625867,-0.0085710407889706,-0.1395846475504241,0.0,-0.0005735131912833,-0.0212354393775234,0.000495215200936,0.0034718332840387,0.019472024594803,0.0006991373995491,-1.8703065402872426e-17,-1.491551818430571e-15,0.0,7.264728659344534e-18,-5.3431934518463153e-17,0.0,-4.3539353909807025e-18,8.048522341901456e-18,0.0,-0.276868643848276,-3.4869292216386465,0.0075133215025045,-0.0840453579105049,-0.7142686829829844,0.0096185584505511,0.0346456772952888,-0.0667973563425783,0.0100830032243864,-0.1291566458397769,-1.251878977118958,0.002937327264699,-0.0237518683472061,-0.7533992966867114,0.0088654800440796,0.1043986838516228,1.372638650873409,0.0188154696789414,6.160297393888573,3.6589009232953233,35,7,house_A_pcb_A_S012_Anish_chicken2_pilot_chicken_20260802_112823,0.5833333333333334,0.0027190839116000534,-0.0006847258645839532,-0.02309423445163199,0.0,-0.005793446724304539,0.005793446724304317,0.08843999018593429,0.002210999754648357,-0.00944801155341514,-0.0008512059848803603,-0.01079675911059177,0.0,-0.058923377335523094,0.06441329839810979,1.1627950722210205,0.029069876805525512,0.8041319115508303,0.0,False,0.0,False,0.0,False,2.6068567064087373,False,False,False,0,0.5984185302510815,0.35577753956527886,-0.004862568353089847,False
4439.695,1142.5,0.143,7321.0,0.915,150.0,0.019,30.24,93619.0,69.6,144750.0,0.0020343580470161,-2.220446049250313e-16,-0.0113796769077951,0.0013362286938932,5.958863581765337e-16,0.0734690959426497,0.0,-0.0042353521621618,-0.0492679037914286,0.0004805750523616,0.0015968045790462,0.0075738946569623,0.0005521639769772,5.755287480358668e-17,9.792158181008536e-16,0.0,-9.45591412348257e-18,3.0749794354820575e-17,0.0,-1.300520635912993e-17,-4.7955682692826264e-17,0.0,-0.0085719728176283,3.2063312259121712,0.000707106781181,-0.1446642956904056,-1.0798027355416155,0.0124415777593864,-0.0246657007492493,-0.2427408076903781,0.0103085864221525,-0.0602557353101413,0.1963867548388415,0.0033358961067732,-0.1133929575676419,-1.4177619526941383,0.0104610603811697,0.0469941815212625,0.7334036072871265,0.0134541607455613,6.164568866867262,4.172482528938783,40,8,house_A_pcb_A_S012_Anish_chicken2_pilot_chicken_20260802_112823,0.6666666666666666,0.0020774641579140466,-4.310611089794643e-05,-0.0014538703485081604,0.0,-0.0012705498948927195,0.0012705498948924975,0.019395607758613768,0.0004848901939653442,-0.011251809047963067,-0.00012786785983203222,-0.0016218853075703023,0.0,-0.06294108423275643,0.06427731292664964,1.1603402493810189,0.029008506234525472,0.7421838126519239,0.0,False,0.0,False,0.0,False,3.267196955789756,False,False,False,0,0.6108150413778346,0.3420472299834661,-0.009284358253901226,False
4740.76,1144.5,0.143,7354.0,0.919,151.0,0.019,30.26,93613.0,70.13499999999999,144900.0,0.0020343580470161,-2.220446049250313e-16,-0.0070578394297964,0.0003004958203611,-3.25603373412291e-16,-6.415375452140734e-15,0.0,-3.3302558560591027e-16,-0.0254111228879646,0.0001290994448735,-0.0006072833741474,-0.0051467102939271,0.0004086000770785,-4.522728503890538e-17,-5.030530238834351e-16,0.0,-6.155725946679864e-18,-6.435924085431647e-18,0.0,-1.5393721134360388e-17,-3.8512871460571125e-17,0.0,0.0537249947588458,0.7048672430967347,0.0015165750888078,-0.0435377742086919,-0.4312558958315802,0.0056304867420489,-0.0621792041970027,-0.404655148423246,0.0114819823872112,-0.017218110142983,0.2946086185314704,0.0030241368445079,-0.0354557201567214,-0.7101080451603451,0.0037627355641948,-0.0203134513988022,0.1839641782744322,0.0096782506833197,6.17312070023574,4.688592907638672,45,9,house_A_pcb_A_S012_Anish_chicken2_pilot_chicken_20260802_112823,0.75,0.0006474849852414136,0.0013868730617746868,0.04677605053335956,0.001169401263333989,0.0021582936435362264,-0.0021582936435364485,-0.03294747975362609,0.0,-0.013891830119380675,0.006833990689584275,0.08668283887811135,0.0021670709719527836,-0.0678225567847425,0.0681230526051036,1.229763912791529,0.030744097819788225,0.8253551931142531,0.0,False,0.0,False,0.0,False,3.9969608685812847,False,False,False,0,0.7001938023956579,0.32474068949142837,-0.012024199801577151,False
