timestamp_iso,elapsed_s,session_id,food_category,food_name,phase,adc_NH3,v_NH3,adc_CH4,v_CH4,adc_H2S,v_H2S,temp_C,pressure_Pa,humidity_pct,bme_gas_ohms,image_filename
2026-06-29T16:49:49,0.0,S0001,unknown,unknown,Warmup,11913,1.489,24144,3.018,19849,2.481,29.32,93306.0,55.81,106100.0,none
2026-06-29T16:49:51,1.05,S0001,unknown,unknown,Warmup,11914,1.489,24143,3.018,19849,2.481,29.34,93304.0,55.72,110500.0,none
2026-06-29T16:49:53,3.05,S0001,unknown,unknown,Warmup,11915,1.489,24146,3.018,19850,2.481,29.36,93306.0,55.64,113600.0,none
2026-06-29T16:49:55,5.04,S0001,unknown,unknown,Warmup,11915,1.489,24143,3.018,19848,2.481,29.39,93308.0,55.58,115700.0,none
2026-06-29T16:49:57,7.04,S0001,unknown,unknown,Warmup,11915,1.489,24144,3.018,19850,2.481,29.41,93308.0,55.54,117800.0,none
2026-06-29T16:49:59,9.04,S0001,unknown,unknown,Warmup,11912,1.489,24143,3.018,19847,2.481,29.43,93306.0,55.44,119400.0,none
2026-06-29T16:50:01,11.05,S0001,unknown,unknown,Warmup,11914,1.489,24145,3.018,19849,2.481,29.44,93308.0,55.38,121000.0,none
2026-06-29T16:50:03,13.04,S0001,unknown,unknown,Warmup,11913,1.489,24145,3.018,19849,2.481,29.45,93306.0,55.35,121600.0,none
2026-06-29T16:50:05,15.04,S0001,unknown,unknown,Warmup,11917,1.49,24146,3.018,19851,2.481,29.46,93308.0,55.34,122300.0,none
2026-06-29T16:50:07,17.04,S0001,unknown,unknown,Warmup,11915,1.489,24146,3.018,19849,2.481,29.47,93306.0,55.31,123300.0,none
2026-06-29T16:50:09,19.03,S0001,unknown,unknown,Warmup,11914,1.489,24145,3.018,19848,2.481,29.48,93308.0,55.27,124500.0,none
2026-06-29T16:50:11,21.04,S0001,unknown,unknown,Warmup,11914,1.489,24145,3.018,19848,2.481,29.49,93306.0,55.19,124800.0,none
2026-06-29T16:50:13,23.05,S0001,unknown,unknown,Warmup,11913,1.489,24144,3.018,19849,2.481,29.5,93306.0,55.13,125500.0,none
2026-06-29T16:50:16,25.04,S0001,unknown,unknown,Warmup,11913,1.489,24145,3.018,19849,2.481,29.5,93308.0,55.08,126300.0,img_000001_20260629_165014.jpg
2026-06-29T16:50:17,27.68,S0001,unknown,unknown,Warmup,11914,1.489,24145,3.018,19849,2.481,29.5,93308.0,55.0,126300.0,none
2026-06-29T16:50:19,29.04,S0001,unknown,unknown,Warmup,11915,1.489,24143,3.018,19849,2.481,29.5,93308.0,54.95,126900.0,none
2026-06-29T16:50:21,31.03,S0001,unknown,unknown,Warmup,11914,1.489,24143,3.018,19848,2.481,29.5,93308.0,54.96,127200.0,none
2026-06-29T16:50:23,33.03,S0001,unknown,unknown,Warmup,11912,1.489,24141,3.018,19847,2.481,29.5,93308.0,54.99,128500.0,none
2026-06-29T16:50:25,35.04,S0001,unknown,unknown,Warmup,11913,1.489,24143,3.018,19849,2.481,29.51,93306.0,55.02,128000.0,none
2026-06-29T16:50:27,37.04,S0001,unknown,unknown,Warmup,11914,1.489,24143,3.018,19848,2.481,29.51,93306.0,55.05,128200.0,none
2026-06-29T16:50:29,39.03,S0001,unknown,unknown,Warmup,11911,1.489,24142,3.018,19849,2.481,29.51,93306.0,55.03,128900.0,none
2026-06-29T16:50:31,41.04,S0001,unknown,unknown,Warmup,11914,1.489,24144,3.018,19850,2.481,29.51,93306.0,55.02,128500.0,none
2026-06-29T16:50:33,43.04,S0001,unknown,unknown,Warmup,11912,1.489,24143,3.018,19847,2.481,29.51,93306.0,55.02,129400.0,none
2026-06-29T16:50:35,45.05,S0001,unknown,unknown,Warmup,11912,1.489,24143,3.018,19848,2.481,29.5,93306.0,54.99,131300.0,none
2026-06-29T16:50:37,47.04,S0001,unknown,unknown,Warmup,11913,1.489,24144,3.018,19849,2.481,29.5,93306.0,54.99,129600.0,none
2026-06-29T16:50:39,49.05,S0001,unknown,unknown,Warmup,11914,1.489,24145,3.018,19849,2.481,29.5,93304.0,54.97,130000.0,none
2026-06-29T16:50:41,51.04,S0001,unknown,unknown,Warmup,11914,1.489,24143,3.018,19847,2.481,29.5,93306.0,54.99,130700.0,none
2026-06-29T16:50:43,53.04,S0001,unknown,unknown,Warmup,11912,1.489,24144,3.018,19848,2.481,29.49,93306.0,55.03,130200.0,none
2026-06-29T16:50:46,55.04,S0001,unknown,unknown,Warmup,11912,1.489,24144,3.018,19848,2.481,29.49,93306.0,55.13,130900.0,img_000002_20260629_165044.jpg
2026-06-29T16:50:47,57.73,S0001,unknown,unknown,Warmup,11913,1.489,24144,3.018,19848,2.481,29.49,93306.0,55.17,130900.0,none
2026-06-29T16:50:49,59.05,S0001,unknown,unknown,Warmup,11914,1.489,24143,3.018,19847,2.481,29.49,93306.0,55.13,132000.0,none
