timestamp_iso,elapsed_s,image_number,image_filename,status,http_status,content_type,image_path
2026-07-21T13:25:30,25.05,1,img_000001_20260721_132528.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S0002_Anish_control_empty_20260721_132458\images\img_000001_20260721_132528.jpg
2026-07-21T14:03:49,2324.42,2,img_000002_20260721_140348.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S0002_Anish_control_empty_20260721_132458\images\img_000002_20260721_140348.jpg
2026-07-21T14:08:49,2624.45,3,img_000003_20260721_140848.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S0002_Anish_control_empty_20260721_132458\images\img_000003_20260721_140848.jpg
2026-07-21T14:13:49,2924.45,4,img_000004_20260721_141348.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S0002_Anish_control_empty_20260721_132458\images\img_000004_20260721_141348.jpg
2026-07-21T14:18:49,3224.45,5,img_000005_20260721_141848.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S0002_Anish_control_empty_20260721_132458\images\img_000005_20260721_141848.jpg
2026-07-21T14:23:49,3524.44,6,img_000006_20260721_142348.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S0002_Anish_control_empty_20260721_132458\images\img_000006_20260721_142348.jpg
2026-07-21T14:28:49,3824.44,7,img_000007_20260721_142848.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S0002_Anish_control_empty_20260721_132458\images\img_000007_20260721_142848.jpg
2026-07-21T14:33:49,4124.43,8,img_000008_20260721_143348.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S0002_Anish_control_empty_20260721_132458\images\img_000008_20260721_143348.jpg
2026-07-21T14:38:49,4424.42,9,img_000009_20260721_143848.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S0002_Anish_control_empty_20260721_132458\images\img_000009_20260721_143848.jpg
2026-07-21T14:43:50,4724.43,10,img_000010_20260721_144348.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S0002_Anish_control_empty_20260721_132458\images\img_000010_20260721_144348.jpg
2026-07-21T14:48:49,5025.41,11,img_000011_20260721_144849.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S0002_Anish_control_empty_20260721_132458\images\img_000011_20260721_144849.jpg
2026-07-21T14:53:49,5325.41,12,img_000012_20260721_145349.jpg,success,200,image/jpeg,C:\Users\anish\Documents\GitHub\Spoil-Free-Fridge\Data logs\pcb_data\house_A_pcb_A_S0002_Anish_control_empty_20260721_132458\images\img_000012_20260721_145349.jpg
