received_timestamp_iso,adc_NH3,v_NH3,adc_CH4,v_CH4,adc_H2S,v_H2S,temp_C,pressure_Pa,humidity_pct,bme_gas_ohms
2026-08-10T13:35:59,1067.0,0.133375,6793.0,0.849125,117.0,0.014625,28.93,93518.27,60.45,32512.0
2026-08-10T13:36:00,888.0,0.111,6812.0,0.8515,116.0,0.0145,28.98,93514.44,60.31,27754.0
2026-08-10T13:36:04,822.0,0.10275,6818.0,0.85225,116.0,0.0145,29.03,93515.36,60.15,29602.0
2026-08-10T13:36:04,880.0,0.11,6842.0,0.85525,117.0,0.014625,29.05,93516.02,60.02,32364.0
2026-08-10T13:36:07,1032.0,0.129,6837.0,0.854625,116.0,0.0145,29.07,93508.39,59.91,35605.0
2026-08-10T13:36:09,1096.0,0.137,6859.0,0.857375,116.0,0.0145,29.08,93513.05,59.83,38741.0
2026-08-10T13:36:11,975.0,0.121875,6842.0,0.85525,116.0,0.0145,29.09,93516.19,59.76,41653.0
2026-08-10T13:36:12,854.0,0.10675,6862.0,0.85775,116.0,0.0145,29.09,93513.42,59.7,44802.0
2026-08-10T13:36:14,814.0,0.10175,6853.0,0.856625,116.0,0.0145,29.09,93519.71,59.65,48284.0
2026-08-10T13:36:17,946.0,0.11825,6886.0,0.86075,116.0,0.0145,29.1,93517.7,59.61,50874.0
2026-08-10T13:36:19,1049.0,0.131125,6860.0,0.8575,116.0,0.0145,29.1,93514.57,59.58,53156.0
2026-08-10T13:36:20,1092.0,0.1365,6877.0,0.859625,116.0,0.0145,29.11,93516.08,59.56,55616.0
2026-08-10T13:36:22,940.0,0.1175,6860.0,0.8575,116.0,0.0145,29.09,93516.95,59.55,57762.0
2026-08-10T13:36:25,837.0,0.104625,6868.0,0.8585,115.0,0.014375,29.1,93518.48,59.53,59827.0
2026-08-10T13:36:27,839.0,0.104875,6880.0,0.86,115.0,0.014375,29.1,93520.86,59.52,61776.0
