elapsed_s,adc_NH3,v_NH3,adc_CH4,v_CH4,adc_H2S,v_H2S,temp_C,pressure_Pa,humidity_pct,bme_gas_ohms,v_NH3_delta_pct,v_H2S_delta_pct,v_CH4_delta_pct,bme_delta_log_inverted,v_NH3_slope_5m,v_NH3_accel_5m,v_NH3_volatility_5m,v_NH3_slope_15m,v_NH3_accel_15m,v_NH3_volatility_15m,v_NH3_slope_30m,v_NH3_accel_30m,v_NH3_volatility_30m,v_H2S_slope_5m,v_H2S_accel_5m,v_H2S_volatility_5m,v_H2S_slope_15m,v_H2S_accel_15m,v_H2S_volatility_15m,v_H2S_slope_30m,v_H2S_accel_30m,v_H2S_volatility_30m,v_CH4_slope_5m,v_CH4_accel_5m,v_CH4_volatility_5m,v_CH4_slope_15m,v_CH4_accel_15m,v_CH4_volatility_15m,v_CH4_slope_30m,v_CH4_accel_30m,v_CH4_volatility_30m,bme_delta_log_inverted_slope_5m,bme_delta_log_inverted_accel_5m,bme_delta_log_inverted_volatility_5m,bme_delta_log_inverted_slope_15m,bme_delta_log_inverted_accel_15m,bme_delta_log_inverted_volatility_15m,bme_delta_log_inverted_slope_30m,bme_delta_log_inverted_accel_30m,bme_delta_log_inverted_volatility_30m,q10_factor,biological_age_h,session_minute,time_bin,session_id,session_time_h,residual_NH3,residual_H2S,residual_CH4,residual_BME,z_NH3,z_H2S,z_CH4,z_BME
3274.7,1268.0,0.159,7356.0,0.92,505.0,0.063,30.98,93502.0,59.47,142650.0,0.0066373940569794,0.0041131105398459,0.0016506866153898,0.4642361501696933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.489017244616342,0.0789544871534317,0,0,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.0,0.0057727403515516,0.009138238258181993,-0.009130251211942218,0.42726913622991974,0.1947013045697258,0.13949997994801488,-0.11580877567300472,7.713103636606537
3514.7,1268.0,0.159,7354.0,0.919,497.0,0.062,31.12,93504.0,59.01,216700.0,0.0066373940569794,-0.0118251928020564,0.0005619358690687,0.046116319286889,-0.00471428571428565,,0.0004974680765025,-0.004556672489567,,0.00045263814307815,-0.004556672489567,,0.00045263814307815,-0.019156878729579052,,0.0005477225575051,-0.0212575944549709,,0.0007483982309259,-0.0212575944549709,,0.0007483982309259,-0.01493064205823625,,0.00049746807650255,-0.0147032141449474,,0.00054112252066495,-0.0147032141449474,,0.00054112252066495,-7.795526274205186,,0.1297836065738865,-9.63911565583009,,0.3625533842491844,-9.63911565583009,,0.3625533842491844,6.552293582878622,0.5144912203893846,5,1,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.08333333333333333,0.006779961994977262,-0.009991243472854868,-0.005744320973125962,0.023894524245234656,0.22867258268430962,-0.1525215500778893,-0.0728613883154008,0.43134625514286495
3814.69,1266.0,0.158,7348.0,0.919,496.0,0.062,31.15,93494.0,58.855,233900.0,0.0003063412641681,-0.0118251928020564,0.0005619358690687,-0.030263445760931,-0.0060001619076202,0.0437005750807723,0.0004999999999999,-0.0027391977778952,0.0627590132048927,0.0004522670168666,-0.0027391977778952,0.0627590132048927,0.0004522670168666,-1.848033616490869e-16,0.2901222923914278,0.0,-0.0103846729104267,0.1544097704997115,0.0006875516509523,-0.0103846729104267,0.1544097704997115,0.0006875516509523,-7.763297112084306e-15,0.2236349214254052,0.0,-0.0080400258766354,0.1266883253011007,0.0005,-0.0080400258766354,0.1266883253011007,0.0005,-0.8862512859039537,104.7267755123552,0.0199536086128496,-4.51349701415076,87.08415405948449,0.3158856197446824,-4.51349701415076,87.08415405948449,0.3158856197446824,6.565932870483986,1.061331060913163,10,2,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.16666666666666666,0.00105324218822136,-0.011046272192414386,-0.0014027236323654903,-0.041482751725292394,0.035523445640414666,-0.16862711452750923,-0.01779224938075729,-0.7488506331443123
4114.76,1263.0,0.158,7342.0,0.918,502.0,0.063,31.09,93502.0,58.91,241000.0,0.0003063412641681,0.0041131105398459,-0.0005268148772522,-0.0601667056614526,1.196059691326912e-16,0.159376841966801,0.0,-0.0040943684699495,0.009426404829366,0.0004803844614152,-0.0039900441927856,0.009426404829366,0.0004787135538781,4.819992289912833e-16,-0.1799975816791198,0.0,-0.0006482276710654,0.1395438881270186,0.0005163977794943,-0.0006482276710654,0.1395438881270186,0.0006191391873668,1.1620683788613105e-15,0.1799975816791036,0.0,-0.0083371213327011,0.0494693516095467,0.0006761234037828,-0.0083371213327011,0.0494693516095467,0.0007187952884282,-0.3079853815989148,4.908201436751889,0.008226264763696,-2.5777439454412985,53.37424814340019,0.143945689363404,-2.5777439454412985,53.37424814340019,0.2804952538306633,6.538682627906265,1.6075217761296792,15,3,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.25,0.0013617305950279898,0.0031726745216454307,0.0022266297388606198,-0.04466599956372269,0.04592805274070514,0.0484325336729802,0.02824273483267029,-0.8063149299935106
4414.74,1257.0,0.157,7352.0,0.919,502.0,0.063,31.085,93499.0,58.945,243700.0,-0.006024711528643,0.0041131105398459,0.0005619358690687,-0.0713077328019581,-0.0120005335652626,-0.1440128058509768,0.0005477225575051,-0.0053572370470562,-0.0082595981472065,0.0005411627692821,-0.004399277571182,0.0021392446366111,0.0006045462682675,6.07852267703342e-17,-3.584832435295837e-15,0.0,0.0053557127937182,0.1137618004899445,0.0004879500364742,0.000890064903824,0.1014379175307301,0.0005606119105813,0.0137144369401774,0.2001865052798121,0.0004472135955003,-0.0025697857169549,0.0325876437073255,0.0005163977794943,-0.0049157015589096,0.0350840068676242,0.000700340053457,-0.1300133400045517,2.2974986507014226,0.0028619466099711,-0.368474456855537,33.69431234798626,0.0290636717502584,-1.682710177126287,36.5556737039666,0.2546608303408337,6.536416885838071,2.1525660441799155,20,4,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.3333333333333333,-0.00616715060341573,-0.0018288419791456798,0.00643296024959585,-0.04462310488235259,-0.2080038586250074,-0.02791822802283399,0.0815961393794251,-0.8055405910703061
4714.75,1260.0,0.158,7343.0,0.918,501.0,0.063,31.11,93494.0,58.855,245600.0,0.0003063412641681,0.0041131105398459,-0.0005268148772522,-0.0790739684437851,0.0051361286985886,0.2382366572254804,0.0005477225575051,-0.0021186969689908,0.0029407827143545,0.0004498677054212,-0.0036072054476196,0.0006324897936722,0.0006197241087891,-1.2715313856904626e-16,-8.654251111879576e-16,0.0,-6.389319336787194e-17,0.0324033922081567,0.0002581988897471,0.0010665372931446,0.0724382750499486,0.0005256931389634,-0.013714481627292,-0.2945653697288612,0.0004472135955004,0.0014128114612643,0.0502533430234649,0.0004879500364742,-0.0034961397164565,0.0327672762589099,0.0006793662204867,-0.0866940737839179,0.5211196548342767,0.0023642811625349,-0.1535487264312057,17.194529879506486,0.011928614491493,-1.1912249156151058,26.830357699402228,0.2348105858999342,6.547753452726432,2.698306878954517,25,5,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.4166666666666667,-0.0019304912593819997,-0.0010474403565925803,0.00899936044481849,-0.04477501642674251,-0.06511104670784336,-0.015989724125498556,0.1141485475877498,-0.808282912914133
5014.75,1254.5,0.157,7341.0,0.918,503.0,0.063,31.11,93488.0,58.85,247100.0,-0.006024711528643,0.0041131105398459,-0.0005268148772522,-0.085162885165362,-0.0111427033969294,-0.286525049245682,0.0002236067977497,-0.0039279191914298,0.0062124647246288,0.0005498917642418,-0.0039250978005774,0.000562934552995,0.0007081220103973,-0.0068572408136444,-0.0264361051225865,0.0005477225575051,-0.0021176513962981,-0.0273221354814604,0.0003518657752744,0.000306855202462,0.0517083682686865,0.00052756527857,-0.0051430734694193,0.091097310750974,0.0005477225575056,-0.0046759853292302,0.024989563339849,0.0007037315505489,-0.0036965712523951,0.0261988108223859,0.0007327658649308,-0.0744601028736435,0.0573103643682907,0.0020967549670783,-0.0943625615735005,5.620165993811974,0.0067022026713598,-0.8927841451285198,20.62645155638079,0.1178007099281497,6.547753452726432,3.243575022783311,30,6,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.5,-0.01004022404984502,0.0005936395798817407,0.01186699982598469,-0.045560495631223656,-0.338633751326047,0.009062218247122611,0.15052189571317398,-0.8224624592347972
5314.74,1261.0,0.158,7341.0,0.918,481.5,0.06,31.18,93480.0,58.66,248300.0,0.0003063412641681,-0.043701799485861,-0.0005268148772522,-0.0900074646849186,0.0085714285714276,0.1807386856692864,0.000547722557505,-0.0014559258061811,0.0110183481921834,0.0005277986629118,-0.0032570980776872,-0.0011031929614687,0.0006477192523656,-0.0154285265064026,-0.2468638782061693,0.0008944271909999,-0.0154411978233851,-0.0821839499410496,0.0016676187756655,-0.0042176619156385,0.0248900605451618,0.0012972118642263,0.003428497949875,0.1645757105283183,0.0004472135955003,-0.0052059784711081,-0.0290782612658961,0.0006399404734221,-0.0026828298900456,0.0173582977868291,0.0006396838299495,-0.0456075102170121,0.3771618138746273,0.001576318147575,-0.0705956247144383,1.0428322970746375,0.005109745115312,-0.1757342801323772,12.971170731967614,0.0290355223625049,6.579600549699714,3.789923213468245,35,7,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.5833333333333334,-0.004885324529710151,-0.04729954713719331,0.01365398270082467,-0.04633255219238801,-0.16477080229762808,-0.7220522917840126,0.17318811749392404,-0.8363996987043438
5614.73,1262.0,0.158,7346.5,0.918,480.0,0.06,31.23,93478.0,58.53,249400.0,0.0003063412641681,-0.043701799485861,-0.0005268148772522,-0.0944278054167337,0.0068572108837062,-0.0323300023973367,0.0,0.0039265300393923,0.0202301160921806,0.0005498917642418,-0.0007409990623195,0.0043575241532885,0.0005265917304465,-7.945922857602186e-18,0.0440841515008766,0.0,-0.0132354900533156,-0.0738558808504877,0.0014864467059144,-0.0082502427915352,-0.0092158817420593,0.0015477087254553,0.0051429863939258,0.0323312771913775,0.0004472135955,0.0017647084768793,-0.0014563753630017,0.000457737708217,-0.0010143142944923,0.0152733864860957,0.0005560534167676,-0.0576542936294478,-0.1024830018123752,0.0018060879868706,-0.0554858883004435,0.3708910359152936,0.0041652147623669,-0.0930726679379429,7.211453742171852,0.0143762668683241,6.602443268101258,4.338851726371255,40,8,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.6666666666666666,-0.00423944753882168,-0.058865383383881725,0.017121804465071302,-0.04674171719725115,-0.14298685133857375,-0.8986108229703118,0.21717422296321387,-0.8437859848162519
5914.73,1258.5,0.157,7363.5,0.9205,479.0,0.06,31.25,93472.0,58.5,250400.0,-0.006024711528643,-0.043701799485861,0.0021950619885504,-0.0984294113967411,-0.0137145170077748,-0.2174781715547465,0.0004472135955,0.0010588366782158,0.0366185002251091,0.0005163977794943,-0.0003146431433538,0.0082051261435687,0.000530939310773,-1.8566432354412222e-16,-1.9430963994183265e-15,0.0,-0.001676469960234,0.0090462305780874,0.0005163977794944,-0.0085648572962306,-0.0226154293260474,0.0015862193902556,0.02828571428571,0.3129814483845457,0.0009746794344804,0.0091325408011352,0.0603899525544136,0.0008957571949925,0.0012462140801801,0.0146857815749593,0.0008060475443038,-0.0631534529591236,-0.1658891491216491,0.0010348591636141,-0.0551810320949296,0.1546289493380094,0.0042125235480122,-0.0702689266565829,4.986536252410407,0.0100830988026666,6.611602545233694,4.889665924068828,45,9,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.75,-0.00842553157262383,-0.06879013969409584,0.02500133875895348,-0.04482760729601979,-0.28417387392841065,-1.05011741178399,0.31711881356269145,-0.809232288356165
6214.72,1259.0,0.1575,7401.5,0.925,479.0,0.06,31.21,93464.0,58.755,250600.0,-0.0028591851322373,-0.043701799485861,0.0070944403469952,-0.0992278146327655,0.004285724484377,0.2292323684854446,0.0002236067977497,-0.0025147687188766,-0.0105381214361387,0.0005,-0.0001330725077169,0.0104600284494762,0.0005152836513798,8.540126512432903e-17,4.792614167591371e-15,0.0,5.783060242084572e-17,0.0811862451781831,0.0,-0.007379155113496,-0.0252438296865264,0.0014558640835891,0.0557154183492951,0.3644449492044844,0.0015165750888087,0.0302212554726929,0.1277027780815044,0.0026578724036879,0.0098710753060558,0.0202865067034404,0.0022670173832796,-0.0068421760517322,0.5638284459722007,0.0006054666116365,-0.0400760181420414,0.0922140947020048,0.0031913260518766,-0.055509354318244,3.3462436989407816,0.0080725731643283,6.593296679625924,5.439508413458093,50,10,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.8333333333333334,-0.0031222614615279798,-0.08113737756333736,0.03278573161210579,-0.03937281806545799,-0.105306724838903,-1.238604446867625,0.41585662315352817,-0.7107619073162199
6514.725,1259.0,0.157,7431.0,0.929,479.0,0.06,31.22,93458.0,58.85,250600.0,-0.006024711528643,-0.043701799485861,0.0114494433322795,-0.0992278146327655,-0.0051434367569295,-0.3159429940063074,0.0005477225575051,-0.0010147405932065,-0.032454987614009,0.0004805750523616,0.0003991975302411,0.0102148123813458,0.0005152836513798,-1.2520058427550498e-16,-1.6559768261222725e-15,0.0,-3.675610213023698e-17,0.0505758337781383,0.0,-0.0043549135027026,-0.0173309167664927,0.0010980651740387,0.0377146448714514,-0.2042606473455582,0.001140175425095,0.0466329410708593,0.2005638137467528,0.0035365439142107,0.0221496010457581,0.0439486156680741,0.0038463671470473,-0.001371970001546,0.0621774444269325,0.0006054666116365,-0.0161639458425563,0.1638592792421861,0.0009885876352119,-0.0415111663614597,2.0138183251028123,0.0062027095666767,6.597868388880651,5.989492696731349,55,11,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,0.9166666666666666,-0.0050682843193447,-0.09434429374650011,0.03766553615920458,-0.03415784445922451,-0.1709416167732999,-1.4402149204265453,0.477752421747098,-0.6166207010452347
6814.71,1261.5,0.158,7450.0,0.931,479.0,0.06,31.21,93451.0,58.93,250700.0,0.0003063412641681,-0.043701799485861,0.0136269448249217,-0.0996267773350454,0.0068571428571418,0.1733960936656746,0.0005477225575051,0.0017206051954849,0.0115267939618253,0.0004805750523616,-6.048616763000005e-05,0.0088621894486067,0.000499712561057,-1.2520058427550498e-16,1.7722311130259426e-15,0.0,4.397838166134082e-17,1.467327549193895e-16,0.0,-0.000411293715816,-0.0007933238198254,0.00036514837167,0.0308574013565018,-0.098429750540738,0.0008944271909938,0.0424861261078329,0.1552714472383148,0.0030906926331128,0.0315732083150563,0.072240026141313,0.0049874843358149,-0.0075305662993068,-0.0727667822575945,0.0007677804523138,-0.0038375091461915,0.2408157686564624,0.0006655380402974,-0.0281903977331696,0.7356077299808595,0.0044336395132224,6.593296679625924,6.538982958679004,60,12,house_A_pcb_A_S005_Anish_control_empty_20260724_125849,1.0,0.0015712568802730498,-0.09809474847652921,0.04011905970453266,-0.029321965619362164,0.05299489423962978,-1.4974675707573197,0.5088730942536425,-0.5293229500420839
